guess,av_score
ailed,2.3377969762419006
aimed,2.142548596112311
aimer,2.42548596112311
ainee,2.8794816414686824
ainga,1.9693304535637148
aioli,2.1788336933045356
aired,2.4634989200863933
airer,2.746436285097192
airns,2.1637149028077753
airth,2.1628509719222464
airts,2.1771058315334773
aitch,1.961123110151188
aitus,1.9187904967602591
aiver,2.350755939524838
aiyee,2.7269978401727863
aizle,2.2354211663066956
ajies,2.0660907127429806
ajiva,1.5892008639308854
ajuga,1.5110151187904968
ajwan,1.5174946004319654
akees,2.248380129589633
akela,2.0872570194384448
akene,2.436717062634989
aking,1.6794816414686824
akita,1.9758099352051837
akkas,1.539524838012959
alaap,2.357235421166307
alack,2.135637149028078
alamo,2.1542116630669548
aland,2.2825053995680347
alane,2.843196544276458
alang,2.185745140388769
alans,2.318790496760259
alant,2.527429805615551
alapa,2.266522678185745
alaps,2.1166306695464363
alary,2.613390928725702
alate,2.85658747300216
alays,2.106695464362851
albas,1.9641468682505399
albee,2.6859611231101512
alcid,1.8876889848812095
alcos,1.912742980561555
aldea,2.3714902807775378
alder,2.4682505399568035
aldol,2.0120950323974083
aleck,2.0868250539956805
alecs,2.2
alefs,1.994816414686825
aleft,2.203455723542117
aleph,2.0535637149028076
alews,1.980561555075594
aleye,2.582289416846652
alfas,1.9105831533477322
algal,2.103671706263499
algas,1.9870410367170626
algid,1.8332613390928725
algin,1.9213822894168466
algor,2.1049676025917927
algum,1.588768898488121
alias,2.308855291576674
alifs,1.8950323974082073
aline,2.694600431965443
alist,2.3987041036717063
aliya,2.1079913606911447
alkie,2.3041036717062635
alkos,1.7684665226781857
alkyd,1.5101511879049676
alkyl,1.6630669546436285
allee,2.8980561555075592
allel,2.490280777537797
allis,2.0587473002159826
allod,2.011231101511879
allyl,1.9421166306695465
almah,1.9667386609071273
almas,1.9809935205183586
almeh,2.16414686825054
almes,2.178401727861771
almud,1.6794816414686824
almug,1.5827213822894168
alods,1.9870410367170626
aloed,2.462203023758099
aloes,2.498488120950324
aloha,2.1053995680345574
aloin,2.2354211663066956
aloos,2.172354211663067
alowe,2.3974082073434126
altho,1.8807775377969762
altos,2.0548596112311017
alula,2.1758099352051836
alums,1.7935205183585312
alure,2.6233261339092873
alvar,2.1529157667386607
alway,2.102375809935205
amahs,1.8198704103671706
amain,2.0997840172786177
amate,2.5645788336933046
amaut,2.108855291576674
amban,1.7239740820734342
ambit,1.7632829373650107
ambos,1.5434125269978403
ambry,1.8280777537796977
ameba,1.8691144708423326
ameer,2.5606911447084233
amene,2.5023758099352054
amens,1.9779697624190065
ament,2.1866090712742983
amias,2.0168466522678186
amice,2.3326133909287257
amici,1.7991360691144709
amide,2.2272138228941682
amido,1.745572354211663
amids,1.7028077753779698
amies,2.214254859611231
amiga,1.8285097192224622
amigo,1.7213822894168467
amine,2.4025917926565876
amino,1.9209503239740822
amins,1.8781857451403887
amirs,1.9762419006479481
amlas,1.8842332613390929
amman,1.7408207343412527
ammon,1.6120950323974081
ammos,1.5602591792656588
amnia,1.8976241900647948
amnic,1.6699784017278618
amnio,1.7904967602591793
amoks,1.6103671706263498
amole,2.4198704103671704
amort,2.1771058315334773
amour,1.9904967602591792
amove,2.1041036717062633
amowt,1.78963282937365
amped,1.8682505399568035
ampul,1.5585313174946005
amrit,2.1010799136069114
amuck,1.5257019438444925
amyls,1.599136069114471
anana,2.3278617710583154
anata,2.3412526997840173
ancho,1.597840172786177
ancle,2.3114470842332615
ancon,1.823758099352052
andro,1.8855291576673867
anear,2.514470842332613
anele,2.6786177105831532
anent,2.3377969762419006
angas,1.84622030237581
anglo,1.775377969762419
anigh,1.8155507559395248
anile,2.5788336933045355
anils,2.054427645788337
anima,1.9719222462203023
animi,1.8129589632829373
anion,2.091144708423326
anise,2.5736501079913605
anker,2.2004319654427644
ankhs,1.4107991360691146
ankus,1.491144708423326
anlas,2.0354211663066955
annal,2.13304535637149
annas,2.016414686825054
annat,2.2250539956803457
anoas,2.1602591792656587
anole,2.5710583153347732
anomy,2.0107991360691146
ansae,2.519222462203024
antae,2.567170626349892
antar,2.289416846652268
antas,2.0427645788336934
anted,2.203887688984881
antes,2.240172786177106
antis,1.9252699784017278
antra,2.1520518358531318
antre,2.5265658747300215
antsy,2.1205183585313176
anura,2.1079913606911447
anyon,1.7870410367170626
apace,2.521814254859611
apage,2.3922246220302377
apaid,2.052267818574514
apayd,1.8190064794816414
apays,1.855291576673866
apeak,2.044060475161987
apeek,2.2414686825053995
apers,2.1166306695464363
apert,2.3252699784017277
apery,2.31317494600432
apgar,1.9822894168466523
aphis,1.6021598272138229
apian,2.1092872570194383
apiol,2.0453563714902807
apish,1.9244060475161988
apism,1.8056155507559395
apode,2.2600431965442764
apods,1.7356371490280778
apoop,1.8207343412526997
aport,2.2177105831533477
appal,1.8643628509719223
appay,1.9442764578833693
appel,2.0617710583153346
appro,1.7498920086393088
appui,1.4734341252699783
appuy,1.679049676025918
apres,2.247948164146868
apses,2.0816414686825055
apsis,1.7667386609071274
apsos,1.7555075593952483
apted,2.093304535637149
apter,2.376241900647948
aquae,2.2272138228941682
aquas,1.7028077753779698
araba,2.3485961123110153
araks,2.1974082073434125
arame,2.7745140388768896
arars,2.5555075593952483
arbas,2.1028077753779697
arced,2.3412526997840173
archi,1.8254859611231102
arcos,2.051403887688985
arcus,1.914902807775378
ardeb,2.1870410367170625
ardri,2.1131749460043197
aread,2.5110151187904965
areae,3.0717062634989203
areal,2.6639308855291577
arear,2.793952483801296
areas,2.5473002159827214
areca,2.4885529157667388
aredd,2.1969762419006478
arede,2.757667386609071
arefy,2.3300215982721384
areic,2.352051835853132
arene,2.9330453563714904
arepa,2.3563714902807775
arere,3.03110151187905
arete,2.9464362850971924
arets,2.4220302375809935
arett,2.6306695464362853
argal,2.242332613390929
argan,2.177537796976242
argil,2.1248380129589632
argle,2.5365010799136067
argol,2.1136069114470843
argon,2.0488120950323974
argot,2.2056155507559394
argus,1.860475161987041
arhat,2.318358531317495
arias,2.4475161987041036
ariel,2.7615550755939524
ariki,2.039740820734341
arils,2.3339092872570193
ariot,2.527429805615551
arish,2.3144708423326135
arked,2.1969762419006478
arled,2.476025917926566
arles,2.5123110151187906
armed,2.2807775377969763
armer,2.5637149028077753
armet,2.5257019438444925
armil,2.1187904967602593
arnas,2.2958963282937366
arnut,2.2393088552915765
aroba,2.1922246220302375
aroha,2.2440604751619873
aroid,2.2859611231101513
arpas,2.1377969762419005
arpen,2.3870410367170627
arrah,2.4263498920086395
arras,2.4406047516198703
arret,2.8466522678185746
arris,2.323110151187905
arroz,2.0323974082073435
arsed,2.4354211663066954
arses,2.47170626349892
arsey,2.6682505399568033
arsis,2.156803455723542
artal,2.438876889848812
artel,2.6362850971922245
artic,2.1269978401727863
artis,2.2047516198704105
aruhe,2.457019438444924
arums,1.932181425485961
arval,2.1615550755939523
arvee,2.7667386609071274
arvos,1.9161987041036717
aryls,2.029805615550756
asana,2.2958963282937366
ascon,1.791792656587473
ascus,1.6034557235421167
asdic,1.6561555075593952
ashed,1.9593952483801296
ashes,1.9956803455723542
ashet,2.2043196544276458
asked,1.8855291576673867
asker,2.1684665226781856
askoi,1.586609071274298
askos,1.5956803455723543
aspen,2.075593952483801
asper,2.2704103671706264
aspic,1.6311015118790497
aspie,2.2332613390928726
aspis,1.708855291576674
aspro,1.8285097192224622
assai,1.9537796976241901
assam,1.829805615550756
asses,2.1602591792656587
assez,1.8807775377969762
assot,2.0427645788336934
aster,2.4548596112311016
astir,2.1399568034557235
astun,1.7974082073434126
asura,2.076025917926566
asway,1.9295896328293736
aswim,1.4825053995680346
asyla,1.8682505399568035
ataps,2.017710583153348
ataxy,2.0401727861771057
atigi,1.862634989200864
atilt,2.3049676025917925
atimy,2.060475161987041
atlas,2.0773218142548595
atman,1.9339092872570194
atmas,1.88207343412527
atmos,1.7533477321814255
atocs,1.9935205183585314
atoke,2.3278617710583154
atoks,1.8034557235421167
atoms,1.8561555075593952
atomy,2.0526997840172787
atony,2.2600431965442764
atopy,2.0578833693304537
atria,2.2354211663066956
atrip,1.9853131749460042
attap,1.984449244060475
attar,2.331317494600432
atuas,2.0406047516198704
audad,1.8924406047516198
auger,2.3356371490280776
aught,1.7546436285097193
aulas,2.080777537796976
aulic,1.8855291576673867
auloi,1.9429805615550757
aulos,1.9520518358531318
aumil,1.8846652267818575
aunes,2.2591792656587475
aunts,1.9365010799136069
aurae,2.7308855291576672
aural,2.323110151187905
aurar,2.4531317494600433
auras,2.206479481641469
aurei,2.394816414686825
aures,2.4038876889848813
auric,2.011231101511879
auris,2.088984881209503
aurum,1.808207343412527
autos,1.9593952483801296
auxin,1.6647948164146869
avale,2.4920086393088554
avant,2.1511879049676024
avast,2.1710583153347733
avels,1.9187904967602591
avens,1.8937365010799136
avers,1.991792656587473
avgas,1.6107991360691145
avine,2.318358531317495
avion,1.8557235421166307
avise,2.3382289416846653
aviso,1.8565874730021599
avize,1.955939524838013
avows,1.4967602591792657
avyze,1.6518358531317494
awarn,2.1369330453563715
awato,2.0431965442764577
awave,2.2207343412526996
aways,1.7749460043196543
awdls,1.5788336933045357
aweel,2.390928725701944
aweto,1.9943844492440606
awing,1.7053995680345573
awmry,1.805183585313175
awned,1.986609071274298
awner,2.269546436285097
awols,1.8557235421166307
awork,1.8155507559395248
axels,1.869546436285097
axile,2.2941684665226783
axils,1.7697624190064796
axing,1.6116630669546437
axite,2.2825053995680347
axled,1.9118790496760258
axles,1.9481641468682505
axman,1.6073434125269979
axmen,1.8047516198704103
axoid,1.7218142548596111
axone,2.26133909287257
axons,1.7369330453563714
ayahs,1.8583153347732182
ayaya,2.003023758099352
ayelp,1.9412526997840174
aygre,2.217278617710583
ayins,1.9166306695464363
ayont,2.1174946004319652
ayres,2.245788336933045
ayrie,2.455291576673866
azans,1.88207343412527
azide,2.0825053995680345
azido,1.6008639308855293
azine,2.2578833693304534
azlon,1.6626349892008638
azoic,1.6691144708423327
azole,2.2751619870410367
azons,1.7257019438444925
azote,2.263498920086393
azoth,1.7248380129589633
azuki,1.2950323974082074
azurn,1.714038876889849
azury,1.8587473002159827
azygy,1.4263498920086393
azyme,1.7464362850971922
azyms,1.2220302375809935
baaed,2.5706263498920086
baals,2.2958963282937366
babas,1.9161987041036717
babel,2.2302375809935207
babes,2.1136069114470843
babka,1.6673866090712743
baboo,1.8302375809935205
babul,1.7676025917926566
babus,1.6509719222462202
bacca,1.9347732181425485
bacco,1.827645788336933
baccy,1.9814254859611231
bacha,1.797840172786177
bachs,1.6479481641468683
backs,1.5948164146868251
baddy,1.8587473002159827
baels,2.247084233261339
baffs,1.4488120950323975
baffy,1.6453563714902808
bafts,1.737365010799136
baghs,1.5935205183585313
bagie,2.3460043196544276
bahts,1.797840172786177
bahus,1.6578833693304535
bahut,1.8665226781857451
bails,2.1473002159827215
bairn,2.2721382289416847
baisa,2.2920086393088552
baith,2.1213822894168466
baits,2.135637149028078
baiza,1.909719222462203
baize,2.284233261339093
bajan,1.8177105831533478
bajra,1.8751619870410368
bajri,1.7161987041036717
bajus,1.5006479481641468
baked,2.01036717062635
baken,2.098488120950324
bakes,2.0466522678185743
bakra,1.9585313174946004
balas,2.12829373650108
balds,1.8142548596112311
baldy,2.0107991360691146
baled,2.289416846652268
bales,2.3257019438444924
balks,1.7295896328293736
balky,1.926133909287257
balls,2.0146868250539955
bally,2.211231101511879
balms,1.7822894168466523
baloo,2.0423326133909288
balsa,2.1593952483801298
balti,1.9939524838012959
balun,1.914902807775378
balus,1.8630669546436285
bambi,1.5265658747300217
banak,1.9961123110151189
banco,1.9434125269978402
bancs,1.900647948164147
banda,1.9451403887688985
bandh,1.7809935205183585
bands,1.7952483801295895
bandy,1.991792656587473
baned,2.2704103671706264
banes,2.306695464362851
bangs,1.7710583153347732
bania,2.141684665226782
banks,1.7105831533477323
banns,1.9706263498920087
bants,1.9840172786177106
bantu,1.8842332613390929
banty,2.180561555075594
banya,1.9084233261339092
bapus,1.6859611231101512
barbe,2.3809935205183583
barbs,1.8565874730021599
barby,2.0531317494600434
barca,2.1952483801295894
barde,2.464362850971922
bardo,1.9827213822894167
bards,1.9399568034557235
bardy,2.136501079913607
bared,2.41511879049676
barer,2.6980561555075595
bares,2.451403887688985
barfi,1.8311015118790497
barfs,1.8401727861771058
baric,2.0587473002159826
barks,1.855291576673866
barky,2.0518358531317493
barms,1.9079913606911447
barmy,2.104535637149028
barns,2.1153347732181427
barny,2.3118790496760258
barps,1.9131749460043197
barra,2.363282937365011
barre,2.7377969762419005
barro,2.256155507559395
barry,2.409935205183585
barye,2.427645788336933
basan,2.139524838012959
based,2.2488120950323975
basen,2.3369330453563717
baser,2.5317494600431965
bases,2.285097192224622
basho,1.7848812095032398
basij,1.6838012958963282
basks,1.6889848812095032
bason,2.0107991360691146
basse,2.493304535637149
bassi,1.9598272138228943
basso,2.0116630669546436
bassy,2.1654427645788337
basta,2.1123110151187907
basti,1.9533477321814254
basto,2.005183585313175
basts,1.9624190064794815
bated,2.2967602591792655
bates,2.3330453563714904
baths,1.7900647948164148
batik,1.9049676025917928
batta,2.1602591792656587
batts,2.01036717062635
battu,1.9105831533477322
bauds,1.7775377969762418
bauks,1.6928725701943845
baulk,1.8647948164146868
baurs,2.0509719222462204
bavin,1.792656587473002
bawds,1.5438444924406047
bawks,1.4591792656587472
bawls,1.7442764578833694
bawns,1.7192224622030237
bawrs,1.817278617710583
bawty,1.929157667386609
bayed,2.11792656587473
bayer,2.4008639308855293
bayes,2.1542116630669548
bayle,2.3676025917926564
bayts,1.8315334773218142
bazar,2.0228941684665225
bazoo,1.690280777537797
beads,2.1053995680345574
beaks,2.0207343412527
beaky,2.217278617710583
beals,2.305831533477322
beams,2.0734341252699786
beamy,2.2699784017278617
beano,2.3235421166306693
beans,2.2807775377969763
beany,2.4773218142548594
beare,2.903239740820734
bears,2.3788336933045358
beath,2.279913606911447
beats,2.2941684665226783
beaty,2.4907127429805613
beaus,2.1542116630669548
beaut,2.362850971922246
beaux,1.8790496760259179
bebop,1.6971922246220303
becap,1.9032397408207344
becke,2.1291576673866093
becks,1.6047516198704104
bedad,1.9498920086393088
bedel,2.300215982721382
bedes,2.183585313174946
bedew,1.9840172786177106
bedim,1.7356371490280778
bedye,2.159827213822894
beedi,2.0475161987041037
beefs,1.956803455723542
beeps,2.029805615550756
beers,2.3300215982721384
beery,2.5265658747300215
beets,2.245356371490281
befog,1.6107991360691145
begad,1.912742980561555
begar,2.195680345572354
begem,2.013390928725702
begot,2.028941684665227
begum,1.550755939524838
beige,2.457019438444924
beigy,2.1291576673866093
beins,2.1321814254859612
bekah,1.8449244060475163
belah,2.1239740820734343
belar,2.3848812095032397
belay,2.3347732181425487
belee,2.8600431965442765
belga,1.9498920086393088
bells,2.024622030237581
belon,2.0613390928725703
belts,2.012958963282937
bemad,1.9066954643628509
bemas,1.9429805615550757
bemix,1.5503239740820733
bemud,1.6414686825053997
bends,1.805183585313175
bendy,2.0017278617710583
benes,2.3166306695464365
benet,2.525269978401728
benga,1.9308855291576674
benis,2.0017278617710583
benne,2.5049676025917926
benni,1.9714902807775379
benny,2.1771058315334773
bento,2.036717062634989
bents,1.9939524838012959
benty,2.190496760259179
bepat,2.1697624190064797
beray,2.460475161987041
beres,2.4613390928725702
bergs,1.9257019438444924
berko,1.9079913606911447
berks,1.8652267818574515
berme,2.4423326133909287
berms,1.91792656587473
berob,1.961987041036717
beryl,2.029805615550756
besat,2.3062634989200865
besaw,1.8980561555075595
besee,2.819438444924406
beses,2.295032397408207
besit,2.188768898488121
besom,1.83585313174946
besot,2.177537796976242
besti,1.9632829373650107
bests,1.972354211663067
betas,2.145572354211663
beted,2.306695464362851
betes,2.3429805615550756
beths,1.8
betid,1.991792656587473
beton,2.068682505399568
betta,2.170194384449244
betty,2.2168466522678187
bever,2.3123110151187904
bevor,1.9861771058315334
bevue,2.127429805615551
bevvy,1.6354211663066955
bewet,2.273866090712743
bewig,1.6172786177105831
bezes,1.983585313174946
bezil,1.7853131749460043
bezzy,1.4816414686825055
bhais,1.9248380129589633
bhaji,1.5131749460043196
bhang,1.7706263498920087
bhats,1.9170626349892008
bhels,1.879913606911447
bhoot,1.9658747300215982
bhuna,1.7356371490280778
bhuts,1.599136069114471
biach,1.9853131749460042
biali,2.0855291576673864
bialy,2.2911447084233263
bibbs,1.3174946004319654
bibes,1.9123110151187905
biccy,1.7801295896328293
bices,1.98963282937365
bided,1.9360691144708424
bider,2.2190064794816413
bides,1.972354211663067
bidet,2.1809935205183586
bidis,1.657451403887689
bidon,1.6980561555075595
bield,2.0095032397408206
biers,2.1187904967602593
biffo,1.290280777537797
biffs,1.2475161987041037
biffy,1.444060475161987
bifid,1.5075593952483801
bigae,2.2622030237580995
biggs,1.3995680345572354
biggy,1.5961123110151187
bigha,1.5421166306695464
bight,1.6008639308855293
bigly,1.8207343412526997
bigos,1.6090712742980562
bijou,1.3360691144708423
biked,1.8090712742980561
biker,2.0920086393088555
bikes,1.8453563714902808
bikie,2.0548596112311017
bilbo,1.5723542116630669
bilby,1.726133909287257
biled,2.088120950323974
biles,2.1244060475161985
bilgy,1.7853131749460043
bilks,1.52829373650108
bills,1.813390928725702
bimah,1.7174946004319653
bimas,1.7317494600431966
bimbo,1.3771058315334774
binal,2.024622030237581
bindi,1.5848812095032399
binds,1.593952483801296
biner,2.352051835853132
bines,2.1053995680345574
bings,1.5697624190064794
bingy,1.766306695464363
binit,1.9991360691144708
binks,1.5092872570194384
bints,1.7827213822894168
biogs,1.7136069114470842
biont,2.1218142548596113
biota,2.0764578833693306
biped,1.9110151187904967
bipod,1.5848812095032399
birds,1.7386609071274297
birks,1.6539956803455724
birle,2.4634989200863933
birls,1.9390928725701944
biros,1.9239740820734341
birrs,2.0120950323974083
birse,2.4583153347732183
birsy,2.130453563714903
bises,2.083801295896328
bisks,1.4876889848812096
bisom,1.624622030237581
bitch,1.7114470842332614
biter,2.378401727861771
bites,2.1317494600431965
bitos,1.8056155507559395
bitou,1.7058315334773217
bitsy,2.0120950323974083
bitte,2.333477321814255
bitts,1.8090712742980561
bivia,1.6894168466522679
bivvy,1.4241900647948165
bizes,1.772354211663067
bizzo,1.1166306695464363
bizzy,1.2704103671706264
blabs,1.81036717062635
blads,1.8937365010799136
blady,2.090280777537797
blaer,2.6518358531317494
blaes,2.405183585313175
blaff,1.6077753779697623
blags,1.869546436285097
blahs,1.8622030237580993
blain,2.1421166306695465
blams,1.8617710583153348
blart,2.375809935205184
blase,2.613390928725702
blash,2.0747300215982722
blate,2.6069114470842334
blats,2.0825053995680345
blatt,2.2911447084233263
blaud,1.9062634989200864
blawn,1.8315334773218142
blaws,1.7796976241900648
blays,1.8570194384449243
blear,2.4056155507559396
blebs,1.7615550755939524
blech,1.9360691144708424
blees,2.3563714902807775
blent,2.2289416846652266
blert,2.326997840172786
blest,2.2488120950323975
blets,2.033693304535637
bleys,1.808207343412527
blimy,1.909719222462203
bling,1.7874730021598273
blini,1.9114470842332614
blins,1.9205183585313175
bliny,2.117062634989201
blips,1.7183585313174945
blist,2.14902807775378
blite,2.4583153347732183
blits,1.9339092872570194
blive,2.1542116630669548
blobs,1.6539956803455724
blocs,1.8427645788336933
blogs,1.7131749460043197
blook,1.8095032397408208
bloop,1.822462203023758
blore,2.535205183585313
blots,1.926133909287257
blows,1.6233261339092873
blowy,1.8198704103671706
blubs,1.4924406047516199
blude,2.1002159827213824
bluds,1.5758099352051835
bludy,1.772354211663067
blued,2.0509719222462204
blues,2.0872570194384448
bluet,2.2958963282937366
bluey,2.2838012958963283
bluid,1.7360691144708422
blume,2.0682505399568036
blunk,1.638012958963283
blurs,1.8492440604751619
blype,1.9386609071274299
boabs,1.8885529157667387
boaks,1.8872570194384448
boars,2.245356371490281
boart,2.4539956803455723
boats,2.1606911447084234
bobac,1.714902807775378
bobak,1.6794816414686824
bobas,1.792656587473002
bobol,1.780561555075594
bobos,1.6639308855291577
bocca,1.8112311015118792
bocce,2.185745140388769
bocci,1.652267818574514
boche,2.0488120950323974
bocks,1.4712742980561555
boded,2.0138228941684666
bodes,2.050107991360691
bodge,2.038876889848812
bodhi,1.4980561555075593
bodle,2.263498920086393
boeps,1.8963282937365011
boets,2.111879049676026
boeuf,1.785745140388769
boffo,1.3680345572354211
boffs,1.3252699784017279
bogan,1.8673866090712743
bogey,2.2095032397408207
boggy,1.673866090712743
bogie,2.222462203023758
bogle,2.2263498920086393
bogue,2.0747300215982722
bogus,1.5503239740820733
bohea,2.146868250539957
bohos,1.670842332613391
boils,2.023758099352052
boing,1.865658747300216
boink,1.8855291576673867
boite,2.5365010799136067
boked,1.8868250539956803
bokeh,1.9088552915766739
bokes,1.923110151187905
bokos,1.596976241900648
bolar,2.251403887688985
bolas,2.0047516198704103
bolds,1.6907127429805615
boles,2.2021598272138228
bolix,1.6120950323974081
bolls,1.8911447084233262
bolos,1.876025917926566
bolts,1.8794816414686826
bolus,1.7395248380129589
bomas,1.8095032397408208
bombe,1.9365010799136069
bombo,1.4548596112311014
bombs,1.4120950323974082
bonce,2.3015118790496762
bonds,1.6717062634989202
boned,2.146868250539957
boner,2.429805615550756
bones,2.1831533477321816
bongs,1.6475161987041036
bonie,2.3926565874730024
bonks,1.5870410367170626
bonne,2.3714902807775378
bonny,2.0436285097192224
bonza,1.6345572354211664
bonze,2.0090712742980563
booai,2.1205183585313176
booay,2.326133909287257
boobs,1.732181425485961
boody,2.0120950323974083
booed,2.2907127429805616
boofy,1.9123110151187905
boogy,1.9879049676025917
boohs,1.7840172786177106
books,1.7308855291576675
booky,1.9274298056155508
bools,2.0159827213822896
booms,1.783585313174946
boomy,1.9801295896328295
boong,1.8578833693304535
boons,1.990928725701944
boord,2.0526997840172787
boors,2.088984881209503
boose,2.535205183585313
boots,2.0043196544276456
boppy,1.6833693304535637
borak,2.0172786177105833
boral,2.247084233261339
boras,2.130453563714903
borde,2.3408207343412526
bords,1.816414686825054
bored,2.2915766738660905
boree,2.852267818574514
borel,2.4444924406047517
borer,2.57451403887689
bores,2.3278617710583154
borgo,1.8349892008639308
boric,1.9352051835853132
borks,1.7317494600431966
borms,1.7844492440604751
borna,2.141684665226782
boron,2.0535637149028076
borts,2.005183585313175
borty,2.2017278617710585
bortz,1.7257019438444925
bosie,2.371058315334773
bosks,1.5654427645788338
bosky,1.761987041036717
boson,1.8872570194384448
bosun,1.750755939524838
botas,2.0120950323974083
botel,2.326133909287257
botes,2.2095032397408207
bothy,1.8630669546436285
botte,2.4112311015118792
botts,1.8868250539956803
botty,2.083369330453564
bouge,2.1542116630669548
bouks,1.569330453563715
boult,2.0630669546436287
bouns,1.8293736501079914
bourd,1.8911447084233262
bourg,1.7943844492440604
bourn,1.9792656587473003
bouse,2.373650107991361
bousy,2.0457883369330454
bouts,1.8427645788336933
bovid,1.5809935205183585
bowat,1.9429805615550757
bowed,1.895464362850972
bower,2.178401727861771
bowes,1.9317494600431966
bowet,2.140388768898488
bowie,2.141252699784017
bowls,1.6207343412526998
bowne,2.120086393088553
bowrs,1.6937365010799137
bowse,2.1399568034557235
boxed,1.8155507559395248
boxen,1.903671706263499
boxes,1.8518358531317494
boxla,1.6907127429805615
boxty,1.7257019438444925
boyar,2.079913606911447
boyau,1.733477321814255
boyed,1.9943844492440606
boyfs,1.419438444924406
boygs,1.4950323974082074
boyla,1.869546436285097
boyos,1.7045356371490281
boysy,1.9110151187904967
bozos,1.5239740820734342
braai,2.337365010799136
brach,2.1235421166306696
brack,2.024622030237581
